0.6993489583333337,0.8027343750000004,0.8339843750000004,0.7920200892857142|35.427066000000195
0.7066406250000001,0.7760416666666669,0.86796875,0.7960937500000003|24.38380799999686
0.7475260416666667,0.7859375000000001,0.9147135416666669,0.8240885416666666|35.92268099999819
0.7009114583333335,0.7721354166666669,0.8591145833333336,0.7890687003968253|27.623710999998366
0.68203125,0.7604166666666667,0.833203125,0.7726624503968256|30.78064500000073
0.6912760416666666,0.7636718750000001,0.8386718750000001,0.777393353174603|24.165734999998676
0.7248697916666671,0.7955729166666667,0.8699218750000004,0.8076016865079362|25.2657020000006
0.6880208333333332,0.8053385416666667,0.8096354166666668,0.7792844742063492|35.712688999999955
0.7028645833333333,0.7662760416666667,0.8480468750000003,0.7829489087301584|24.84699499999988
0.7145833333333333,0.7851562500000002,0.8634114583333337,0.7986173115079365|24.508121999999275
